user_id,song_id,artist,mood_before,mood_after,mood_improved,timestamp
user_33,Good Knight,The Jet Age of Tomorrow,anger,anger,0,2025-04-28 12:30:43
user_33,Great Mighty,Byron Cage,sadness,joy,1,2025-04-28 22:25:43
user_33,Blood on the Sand,Thrice,fear,fear,0,2025-04-15 03:31:43
user_33,Forever and a Day,Freddie Gibbs,anger,anger,0,2025-05-04 05:20:43
user_33,American Dream,Gabbie June,love,love,0,2025-05-06 11:31:43
user_33,Pain,Boosie Badazz,joy,joy,0,2025-04-19 13:21:43
user_33,Time After Time,Cyndi Lauper,sadness,sadness,0,2025-05-06 04:57:43
user_33,Me My Bitch,YG,surprise,surprise,0,2025-05-01 02:41:43
user_33,Evolution,SZA,anger,joy,1,2025-04-23 04:17:43
user_33,Lifestyle,Rich Gang,surprise,surprise,0,2025-05-04 21:05:43
user_33,Celebration,The Game,surprise,surprise,0,2025-04-15 00:19:43
user_33,Blue Destiny (Version One),Neil Diamond,joy,joy,0,2025-05-07 00:37:43
user_33,Brit Pop,Quietdrive,sadness,joy,1,2025-04-27 14:03:43
user_33,Fall Back/Titty Fat,Viktor Vaughn,sadness,sadness,0,2025-04-17 06:11:43
user_33,Radio Baghdad,Patti Smith,sadness,sadness,0,2025-04-27 09:21:43
user_33,Waterloo,Stonewall Jackson,joy,joy,0,2025-04-28 01:29:43
user_33,Summer Nights,Iration,surprise,surprise,0,2025-04-11 17:50:43
user_33,18,Kaleb Mitchell,joy,joy,0,2025-04-24 11:37:43
user_33,Wonderwall,Oasis,joy,joy,0,2025-04-13 06:26:43
user_33,North of No South,Biffy Clyro,anger,anger,0,2025-04-18 04:04:43
user_33,Sunrise / Beautiful,Ta-ku,love,love,0,2025-04-12 23:41:43
user_33,Yahweh,All Nations Music,love,love,0,2025-05-04 18:08:43
user_33,Jealous Traits,guccihighwaters & softheart,surprise,surprise,0,2025-04-22 01:25:43
user_33,Walk Remix,Comethazine & A$AP Rocky,sadness,sadness,0,2025-04-13 01:44:43
user_33,Jaan Oh Baby,Brownfish,love,love,0,2025-05-02 16:34:43
user_33,Just To Hear You Say That You Love Me,Faith Hill,surprise,surprise,0,2025-04-23 16:59:43
user_33,Two Doors Down,Dolly Parton,sadness,sadness,0,2025-04-19 06:10:43
user_33,Blue World,Mac Miller,sadness,joy,1,2025-04-10 12:40:43
user_33,Racked,Tommy Cash,anger,anger,0,2025-04-18 23:05:43
user_33,Still,Curren$y,love,love,0,2025-04-28 05:38:43
user_33,Lay Me Down,In This Moment,anger,joy,1,2025-04-13 16:03:43
user_33,How to Be the Man,RiFF RAFF,surprise,surprise,0,2025-04-28 14:05:43
user_33,Sip a Lil,Tyga,joy,joy,0,2025-05-07 15:02:43
user_33,Since Your Love Live,United Pursuit,sadness,joy,1,2025-04-13 07:27:43
user_33,Born To Touch Your Feelings,Scorpions,fear,fear,0,2025-04-24 11:26:43
user_33,Forever Young,One Direction,joy,joy,0,2025-04-25 09:32:43
user_33,Silly Me,Yeasayer,joy,joy,0,2025-04-17 03:02:43
user_33,True Colors,The Weeknd,surprise,surprise,0,2025-05-01 18:57:43
user_33,For Your Precious Love,Otis Redding,surprise,surprise,0,2025-04-25 20:50:43
user_33,Why Remix,Jadakiss,joy,joy,0,2025-05-06 22:36:43
user_33,Oxygen,"Oh, Sleeper",fear,fear,0,2025-05-03 13:27:43
user_33,Lucy the Tease,Allan Rayman,fear,fear,0,2025-04-28 20:33:43
user_33,No Pulse,Glis,joy,joy,0,2025-04-28 17:52:43
user_33,Lose Your Soul,Dead Man's Bones,fear,fear,0,2025-04-10 09:00:43
user_33,Blood Shake,Salmo,anger,joy,1,2025-05-06 22:51:43
user_33,7-11 (Seven Eleven),Bob Rivers,fear,fear,0,2025-04-27 16:31:43
user_33,Lullaby,Nickelback,surprise,surprise,0,2025-05-08 21:25:43
user_33,To a Band That I Loved,Jason Isbell,fear,fear,0,2025-04-21 01:35:43
user_33,Knock Three Times,Tony Orlando & Dawn,anger,joy,1,2025-05-04 18:20:43
user_33,Life Aint Perfect,The Amazing World of Gumball,joy,joy,0,2025-05-08 02:06:43
user_33,Stay,Dannic,sadness,joy,1,2025-04-15 01:58:43
user_33,Many Rivers to Cross,Jimmy Cliff,sadness,sadness,0,2025-05-09 06:30:43
user_33,Witch Doctor,David Seville,anger,joy,1,2025-05-05 23:29:43
user_33,Dangerous,Depeche Mode,anger,anger,0,2025-04-20 19:43:43
user_33,Up All Night,Mac Miller,sadness,joy,1,2025-04-22 08:17:43
user_33,The Dolphins Cry,LIVE (Band),anger,anger,0,2025-05-07 16:15:43
user_33,War With Us,King Von,sadness,sadness,0,2025-04-10 18:24:43
user_33,Gi' Me Wings,Rod Stewart,anger,anger,0,2025-04-29 07:31:43
user_33,Snake Eyes And Sissies,Marilyn Manson,surprise,surprise,0,2025-05-06 22:12:43
user_33,Drink With Me,Claude-Michel Schnberg,love,love,0,2025-05-08 17:29:43
user_33,Shine a Light,Heathers the Musical Ensemble,joy,joy,0,2025-04-18 02:26:43
user_33,Freddy Krueger,DC The Don,sadness,sadness,0,2025-05-08 22:40:43
user_33,Dirty Mind,3OH!3,love,love,0,2025-04-12 10:50:43
user_33,Get Ugly,Lil Baby,fear,fear,0,2025-04-23 12:29:43
user_33,Under The Weeping Moon,Opeth,surprise,surprise,0,2025-05-01 01:02:43
user_33,Children Go Where I Send You,Nina Simone,love,love,0,2025-04-16 14:07:43
user_33,Zone,Nasty C & Tellaman,fear,fear,0,2025-04-15 17:17:43
user_33,I'm Confessin' That I Love You,Louis Armstrong,love,love,0,2025-05-08 11:50:43
user_33,Another One Bites the Dust 2011 Remaster,Queen,anger,joy,1,2025-04-15 13:24:43
user_33,We Burn,Sabaton,joy,joy,0,2025-05-04 23:41:43
user_33,Sorry,Justin Stone,joy,joy,0,2025-04-18 02:16:43
user_33,Martinellis,Wordsplayed,joy,joy,0,2025-04-18 05:51:43
user_33,I Dont Play About My Paper,DJ Khaled,anger,joy,1,2025-05-04 15:27:43
user_33,One at a Time,Unknown Mortal Orchestra,joy,joy,0,2025-04-28 02:23:43
user_33,Big Black Mariah,Tom Waits,love,love,0,2025-04-11 14:11:43
user_33,I Know You Trailer Version,The White Buffalo,joy,joy,0,2025-04-26 08:20:43
user_33,Maybe Not Tonight,Glen Hansard,joy,joy,0,2025-05-09 00:16:43
