user_id,song_id,artist,mood_before,mood_after,mood_improved,timestamp
user_64,Mike Jordan,mike. fka mike stud,anger,joy,1,2025-04-22 02:58:58
user_64,March Of The Pigs,Nine Inch Nails,love,love,0,2025-04-20 20:42:58
user_64,Bridge Burning,Foo Fighters,love,love,0,2025-04-26 07:29:58
user_64,Little Star,Madonna,joy,joy,0,2025-04-15 15:36:58
user_64,The Lighthouse,Interpol,sadness,joy,1,2025-04-15 21:14:58
user_64,"Go, Move, Shift",Christy Moore,joy,joy,0,2025-04-21 14:19:58
user_64,Let's Fall In Love,Rod Stewart,joy,joy,0,2025-05-09 12:30:58
user_64,The Time Of The Turning,Peter Gabriel,joy,joy,0,2025-05-03 09:22:58
user_64,Total Eclipse Of The Heart,Westlife,joy,joy,0,2025-04-27 12:51:58
user_64,Computers,Lil Mouse,sadness,sadness,0,2025-04-19 11:28:58
user_64,Light Headed,David Guetta & Sia,fear,fear,0,2025-04-10 11:03:58
user_64,Girls Like You,Starship,joy,joy,0,2025-04-22 07:07:58
user_64,I Dont Miss You at All,FINNEAS,sadness,joy,1,2025-05-09 07:49:58
user_64,Do You?,TroyBoi,surprise,surprise,0,2025-04-12 13:15:58
user_64,Shoot All Your Problems Away,TomSka,love,love,0,2025-05-03 06:43:58
user_64,Juju - Vermissen English Translation,Genius English Translations,joy,joy,0,2025-04-30 15:36:58
user_64,Iron Mic: Eli Porter vs. Envy,Eli Porter,fear,fear,0,2025-04-27 01:26:58
user_64,Why Would I,Joe Budden,joy,joy,0,2025-04-30 18:39:58
user_64,Seven Chakras,Ces Cru,fear,fear,0,2025-05-05 05:03:58
user_64,The Bay to LA,The Grouch,sadness,sadness,0,2025-04-18 18:34:58
user_64,Loaded Lux vs. Murda Mook Round 1 2014,Total Slaughter,anger,joy,1,2025-05-09 13:18:58
user_64,Darkest Ocean,All Tvvins,fear,fear,0,2025-04-22 21:20:58
user_64,As Bad as I Am,Hollywood Vampires,fear,fear,0,2025-04-11 10:55:58
user_64,Kings,Berner & B-Real,sadness,joy,1,2025-04-23 17:22:58
user_64,Ill Be Around,Rappin' 4-Tay,sadness,sadness,0,2025-05-06 10:00:58
user_64,Changes,Johnny Orlando,love,love,0,2025-05-05 12:39:58
