user_id,song_id,artist,mood_before,mood_after,mood_improved,timestamp
user_31,Johnny Test Theme Song,Kevin Manthei,love,love,0,2025-04-25 02:05:42
user_31,Love Is Blind,Fergie,love,love,0,2025-04-29 12:08:42
user_31,When Im Cleaning Windows,George Formby,joy,joy,0,2025-05-07 20:34:42
user_31,In My Foreign,The Americanos,fear,fear,0,2025-04-19 11:03:42
user_31,Angel of Music Film Version,Andrew Lloyd Webber,sadness,sadness,0,2025-05-06 00:55:42
user_31,Pig,Weezer,sadness,joy,1,2025-04-29 22:53:42
user_31,Crazy In Love - BBC Session,Oh Wonder,fear,fear,0,2025-05-01 01:19:42
user_31,Advert,Blur,anger,anger,0,2025-04-21 21:51:42
user_31,Pretty Paper,Roy Orbison,sadness,joy,1,2025-05-05 17:32:42
user_31,Z-House Diss Track,Jack / LonelyMailbox,love,love,0,2025-04-16 11:25:42
user_31,Life Loves A Tragedy,Poison,love,love,0,2025-04-23 19:29:42
user_31,Taste,Braids,surprise,surprise,0,2025-04-19 14:37:42
user_31,Black Challenger,Booggz & Buck,anger,anger,0,2025-04-10 15:46:42
user_31,Get Educated,Akala,sadness,sadness,0,2025-05-08 03:46:42
user_31,Grease,Frankie Valli,fear,fear,0,2025-04-24 10:16:42
user_31,Turn Me Down,GASHI,surprise,surprise,0,2025-05-08 08:04:42
user_31,Without You,Low Roar,joy,joy,0,2025-04-30 19:28:42
user_31,Low,Sleeping With Sirens,sadness,sadness,0,2025-05-08 07:44:42
user_31,Fish n Grits,Wale,fear,fear,0,2025-04-23 23:03:42
user_31,Sarah In The Summer,Nitty Gritty Dirt Band,joy,joy,0,2025-05-09 14:45:42
user_31,Braveheart,Yngwie Malmsteen,joy,joy,0,2025-04-20 07:40:42
user_31,Did You Miss Me,Olly Murs,joy,joy,0,2025-04-22 05:51:42
user_31,On and On,Kevin Flum,joy,joy,0,2025-05-02 20:33:42
user_31,Kirby,Aesop Rock,joy,joy,0,2025-04-14 18:23:42
user_31,Did It,Two-9,joy,joy,0,2025-05-01 19:21:42
user_31,Eve of Destruction,The Chemical Brothers,surprise,surprise,0,2025-04-15 03:06:42
user_31,If You Don't Like Hank Williams,Hank Williams Jr.,surprise,surprise,0,2025-04-10 17:13:42
user_31,MAKING A KILLING.,Scarlxrd,sadness,sadness,0,2025-05-01 06:37:42
