user_id,song_id,artist,mood_before,mood_after,mood_improved,timestamp
user_59,LA Lights,NetNobody,sadness,joy,1,2025-04-19 00:39:55
user_59,Nothing Wrong,"88rising, Higher Brothers & HARIKIRI",anger,anger,0,2025-04-18 13:45:55
user_59,No Mercy,The Living Tombstone,surprise,surprise,0,2025-04-12 23:34:55
user_59,When We Were Young,Lost Kings,fear,fear,0,2025-05-09 11:48:55
user_59,Havin a Roni,Vanilla Ice,sadness,joy,1,2025-04-12 21:35:55
user_59,If I Want To,Usher,joy,joy,0,2025-04-27 21:50:55
user_59,Disappointment,The Cranberries,anger,anger,0,2025-04-27 17:46:55
user_59,Masterpiece,Atlantic Starr,joy,joy,0,2025-04-11 01:51:55
user_59,Residente iLe Bad Bunny - Afilando Los Cuchillos English Translation,Genius English Translations,surprise,surprise,0,2025-04-13 23:07:55
user_59,Christian Side Hug,EG Conference,fear,fear,0,2025-04-26 10:05:55
user_59,Kill Them with Kindness,IDLES,sadness,joy,1,2025-04-30 21:51:55
user_59,Cuttin Up Remix,Lud Foe,love,love,0,2025-05-07 11:54:55
user_59,Look Out For Detox,Kendrick Lamar,surprise,surprise,0,2025-04-15 16:04:55
user_59,May Store,Griselda,love,love,0,2025-04-09 21:12:55
user_59,Alert,Curren$y,surprise,surprise,0,2025-05-08 20:26:55
user_59,F.U.C.K.,Victoria Mont,love,love,0,2025-04-19 08:11:55
user_59,KILLA KILLA,Lil Yachty,love,love,0,2025-04-13 17:56:55
user_59,High Grade,Chris Webby,joy,joy,0,2025-04-22 23:14:55
user_59,Hollywood,Red Hot Chili Peppers,sadness,joy,1,2025-05-07 18:14:55
user_59,Yessir,Rod Wave,fear,fear,0,2025-04-11 22:03:55
user_59,I Have Made Mistakes,The Oh Hellos,sadness,sadness,0,2025-04-19 16:41:55
user_59,Psalm 23 I Am Not Alone,People & Songs,sadness,joy,1,2025-05-01 07:12:55
user_59,Spirit Of The Age,Alphaville,sadness,joy,1,2025-05-05 22:09:55
user_59,NORTHFACE,$NOT,sadness,sadness,0,2025-04-21 21:48:55
user_59,Birds,Coldplay,joy,joy,0,2025-04-15 23:33:55
user_59,Pot of Gold,The Game,surprise,surprise,0,2025-04-23 04:48:55
user_59,April In My Heart,Billie Holiday,anger,joy,1,2025-05-09 07:07:55
user_59,Loaded Dice,Allman Brothers Band,sadness,joy,1,2025-05-04 22:33:55
user_59,5 Fingers of Death Freestyle,Lecrae,sadness,sadness,0,2025-05-05 02:37:55
user_59,Face Off,Tech N9ne,surprise,surprise,0,2025-04-22 08:22:55
user_59,Virtual Aerobics,Wallows,surprise,surprise,0,2025-04-30 12:58:55
user_59,Unstoppable,Koryn Hawthorne,love,love,0,2025-05-01 02:31:55
user_59,Sometimes I Don't Mind,Gordon Lightfoot,sadness,sadness,0,2025-05-08 16:36:55
user_59,The Lucky One Taylors Version,Taylor Swift,fear,fear,0,2025-04-12 15:15:55
